campaign_id,customer_id,campaign_name,channel,device_type,send_date,opened,clicked,converted,revenue_usd
CMP388 ,CUST1510,Holiday Promo, Email,Tablet,7/2/2024, yes,no, no,180.56
CMP316 ,CUST3841,Black friday,email,mobile ,7/14/2024,no , yes , no,46.23
CMP993 ,CUST3056,SUMMER SALE,Email,Mobile,3/19/2024,No,no, no,189.57
CMP757 ,CUST7813,Black friday, Email,Moble,3/10/2024,no ,, no,228.45
CMP493 ,CUST6821,Holiday Promo,email,desktop,10/9/2024,,no,No,153.07
CMP520 ,CUST9948,New Product Launch,EMAIL ,Mobile,12/30/2024,,no,yes ,270.14
CMP807 ,CUST2311,SUMMER SALE,EMAIL ,desktop,2/27/2024,Yes,,,58.1
CMP745 ,CUST2279,New product launch,EMAIL ,Moble,2/15/2024, yes,,Yes,20.43
CMP580 ,CUST6431,Black Friday,EMAIL ,tablet ,8/28/2024, yes,No,Yes,0
CMP867 ,CUST5981, new product launch ,EMAIL ,Mobile,12/21/2024,,No,,239.68
CMP398 ,CUST1447,holiday promo , Email,Mobile,1/27/2024,,Yes,yes ,172.35
CMP387 ,CUST5509,holiday promo ,Email,Tablet,5/9/2024,,No,,115.55
CMP478 ,CUST3873,holiday promo ,email,desktop,3/18/2024,,Yes,yes ,142.4
CMP709 ,CUST3525,Black friday, Email,tablet ,2/13/2024,No,no,No,29.96
CMP962 ,CUST6653,Summer Sale,EMAIL ,tablet ,4/17/2024,Yes,No, no,315.66
CMP587 ,CUST9724,Holiday Promo, Email,Tablet,7/23/2024,no , yes ,No,130.34
CMP112 ,CUST5731,Black friday, Email,Tablet,9/28/2024,,Yes,Yes,128.75
CMP964 ,CUST8074,New Product Launch,EMAIL ,Desktop,9/29/2024, yes,Yes,yes ,178.06
CMP572 ,CUST4961, new product launch ,email,Moble,12/1/2024,No, yes ,,158.48
CMP951 ,CUST2113,Summer Sale, Email,Mobile,1/6/2024,Yes,no,yes ,137.91
CMP357 ,CUST4163,Summer Sale,Email,Moble,4/22/2024,Yes,,No,56.76
CMP825 ,CUST2965, summer sale,email,desktop,11/2/2024,Yes,No,yes ,157.72
CMP177 ,CUST8429,holiday promo , Email,Tablet,5/30/2024, yes,No,Yes,270.56
CMP491 ,CUST7366,Holiday  Promo,Email,Desktop,5/21/2024,No,no,Yes,227.63
CMP305 ,CUST7432,SUMMER SALE, Email,Mobile,9/8/2024,,no,No,247.45
CMP552 ,CUST5243, summer sale,Email,Mobile,11/10/2024,, yes , no,79.1
CMP252 ,CUST1014,Summer Sale, Email,Desktop,1/10/2024, yes,no,,40.83
CMP889 ,CUST9039,Black friday, Email,desktop,1/2/2024,,No,Yes,109.94
CMP937 ,CUST8898, summer sale,EMAIL ,Desktop,7/15/2024,no ,Yes,Yes,124.46
CMP448 ,CUST2318,Black friday,EMAIL ,Tablet,7/6/2024,No,,Yes,207.54
CMP406 ,CUST7391, summer sale,EMAIL ,desktop,7/15/2024,no ,No,No,0
CMP837 ,CUST4907,Black friday, Email,Mobile,1/19/2024, yes,no,,242.36
CMP116 ,CUST1606,Holiday  Promo,Email,Desktop,8/18/2024,no ,Yes,No,107.36
CMP569 ,CUST9791,SUMMER SALE,email,Mobile,11/30/2024,No,no,Yes,85.85
CMP733 ,CUST1750,Holiday Promo,email,Mobile,8/29/2024,Yes, yes ,Yes,39.03
CMP955 ,CUST2047, summer sale,Email,desktop,8/21/2024,Yes,No, no,0
CMP855 ,CUST7586,Holiday  Promo,Email,Tablet,6/21/2024,No, yes ,No,185.85
CMP443 ,CUST2035, summer sale,EMAIL ,mobile ,1/24/2024,No, yes ,,125.87
CMP695 ,CUST1666,SUMMER SALE,Email,tablet ,3/25/2024,No,Yes, no,16.8
CMP283 ,CUST2460, new product launch ,EMAIL ,desktop,2/11/2024,No,No,No,
CMP561 ,CUST7750,Holiday Promo,email,Moble,11/23/2024,,No, no,93.14
CMP742 ,CUST5934,Holiday  Promo, Email,Mobile,11/9/2024,No,No,Yes,253.52
CMP733 ,CUST6929, black friday,email,desktop,9/28/2024, yes,Yes,No,99.23
CMP801 ,CUST8772,Black friday,email,mobile ,2/27/2024,Yes, yes ,yes ,0
CMP442 ,CUST8424,Summer Sale,Email,Tablet,4/17/2024,,No,No,100.34
CMP218 ,CUST2160,Holiday Promo, Email,Moble,1/15/2024,no ,No,yes ,98.18
CMP433 ,CUST4731, summer sale,email,Tablet,4/27/2024,No,no,No,0
CMP596 ,CUST1890,Black Friday,email,mobile ,2/7/2024,No,no,yes ,115.66
CMP298 ,CUST6875,holiday promo ,email,Desktop,3/10/2024,Yes,,Yes,101.53
CMP972 ,CUST8627,Black friday, Email,mobile ,5/23/2024,No, yes ,,175.7
CMP753 ,CUST3784,New Product Launch,email,Mobile,3/21/2024,,no,No,267.92
CMP573 ,CUST5573,Summer Sale, Email,Tablet,10/29/2024,No, yes , no,210.13
CMP705 ,CUST3440,New Product Launch,Email,desktop,10/23/2024,Yes,no,,98.49
CMP503 ,CUST8852, new product launch ,Email,desktop,1/18/2024,No,Yes,,31.48
CMP516 ,CUST4571,SUMMER SALE,EMAIL ,Desktop,1/7/2024,Yes,Yes, no,325.87
CMP820 ,CUST8524,New Product Launch,Email,desktop,12/8/2024,No,no,No,124.74
CMP820 ,CUST1022,New product launch,Email,desktop,7/8/2024,,Yes,yes ,121.11
CMP814 ,CUST9887,New Product Launch,email,tablet ,8/6/2024,, yes ,Yes,118.07
CMP790 ,CUST6963,Summer Sale,Email,desktop,9/20/2024,no ,,Yes,135.85
CMP763 ,CUST2097, black friday,email,mobile ,7/6/2024,No,,Yes,108.45
CMP870 ,CUST4437, new product launch ,email,Desktop,11/28/2024, yes,, no,74.11
CMP481 ,CUST6656,Black friday, Email,Moble,5/21/2024,Yes,no,,76.25
CMP399 ,CUST8405,New Product Launch,EMAIL ,tablet ,12/13/2024,No,no,Yes,117.38
CMP283 ,CUST5724, summer sale,Email,mobile ,2/11/2024,Yes,No, no,76.53
CMP633 ,CUST1371,holiday promo , Email,Tablet,3/18/2024,No,no,yes ,62.97
CMP760 ,CUST1351,holiday promo ,email,Mobile,8/3/2024,No,,yes ,128.51
CMP771 ,CUST6346,Black friday, Email,desktop,7/29/2024,,No,yes ,99.6
CMP332 ,CUST8933,Holiday  Promo,EMAIL ,tablet ,3/28/2024,No, yes ,yes ,240.32
CMP733 ,CUST3634, new product launch ,EMAIL ,mobile ,8/21/2024,No,No,No,0
CMP424 ,CUST3072,Black friday,EMAIL ,Desktop,2/29/2024,No,,Yes,
CMP452 ,CUST3423,Holiday  Promo, Email,Moble,12/6/2024,, yes ,Yes,219.69
CMP611 ,CUST3381,Black friday,EMAIL ,mobile ,1/13/2024,,,yes ,0
CMP585 ,CUST5748,New Product Launch,email,tablet ,11/27/2024, yes,Yes, no,92.58
CMP664 ,CUST2914,holiday promo ,Email,desktop,1/21/2024,no , yes ,Yes,90.28
CMP756 ,CUST4197,New Product Launch,email,tablet ,6/16/2024,No,Yes,Yes,7.4
CMP793 ,CUST2431, black friday, Email,mobile ,10/2/2024, yes,,,57.77
CMP782 ,CUST6915,Black Friday,email,Tablet,9/18/2024, yes,no,yes ,31.15
CMP459 ,CUST6047,Black friday,Email,mobile ,1/7/2024,no ,no,yes ,260.18
CMP534 ,CUST7786,SUMMER SALE,Email,mobile ,3/24/2024, yes,no,,194.85
CMP704 ,CUST7156, summer sale,Email,desktop,6/20/2024,no ,No,,221.72
CMP873 ,CUST3243,Holiday Promo,email,tablet ,8/24/2024, yes,, no,177.73
CMP409 ,CUST5979,Black friday, Email,mobile ,1/22/2024,Yes,No,yes ,29.68
CMP954 ,CUST8742, summer sale,EMAIL ,desktop,6/2/2024,no ,No,Yes,78.04
CMP604 ,CUST2093,New Product Launch,EMAIL ,Moble,3/2/2024,,no,yes ,159.15
CMP810 ,CUST2959,Holiday  Promo,Email,tablet ,11/17/2024,No,,Yes,22.23
CMP999 ,CUST3219,Holiday  Promo,email,Mobile,3/15/2024, yes,no,yes ,177.04
CMP642 ,CUST2258, black friday,email,tablet ,1/25/2024,Yes,,No,100.77
CMP423 ,CUST5932,holiday promo ,EMAIL ,Mobile,10/5/2024,, yes ,No,90.01
CMP388 ,CUST7111,Black friday, Email,Desktop,1/7/2024,Yes,No,No,176.88
CMP292 ,CUST9612, black friday,Email,desktop,9/14/2024,Yes,Yes,No,155.54
CMP419 ,CUST6940,SUMMER SALE, Email,Moble,1/9/2024, yes,No,yes ,91.12
CMP221 ,CUST4643,SUMMER SALE,email,Tablet,1/15/2024, yes,No,No,212.75
CMP535 ,CUST2830, summer sale,Email,tablet ,3/7/2024,no ,Yes,No,33.51
CMP775 ,CUST9412,New Product Launch,Email,desktop,2/25/2024, yes,Yes,Yes,
CMP872 ,CUST2581, summer sale,email,Moble,6/3/2024,No, yes ,Yes,167.45
CMP864 ,CUST5544,New Product Launch,EMAIL ,Desktop,2/16/2024,,,No,95.24
CMP201 ,CUST1229, black friday,email,Tablet,9/15/2024, yes,No,,146.09
CMP201 ,CUST4506, black friday, Email,Desktop,1/3/2024,no ,Yes,No,19.91
CMP534 ,CUST4510, black friday,email,desktop,6/30/2024, yes,Yes, no,193.92
CMP607 ,CUST6918, new product launch ,EMAIL ,Moble,2/26/2024,Yes, yes , no,105.21
CMP567 ,CUST6111,New product launch, Email,mobile ,2/29/2024,no , yes , no,78.18
CMP961 ,CUST8793,New product launch,EMAIL ,mobile ,4/6/2024,no ,Yes, no,203.92
CMP792 ,CUST2392, summer sale,email,desktop,8/12/2024,,Yes,No,63.65
CMP303 ,CUST6548,Holiday Promo, Email,Mobile,2/3/2024,no ,no,yes ,7.32
CMP707 ,CUST5472,New product launch, Email,Desktop,12/31/2024,,no, no,0
CMP886 ,CUST8448, summer sale,Email,Desktop,9/18/2024,no ,No,No,168.48
CMP154 ,CUST2117,Black friday,Email,mobile ,1/16/2024,, yes ,No,17.57
CMP198 ,CUST2253,New product launch, Email,tablet ,6/4/2024,No, yes , no,260.38
CMP655 ,CUST6629, black friday,Email,tablet ,9/8/2024,no ,Yes, no,0
CMP485 ,CUST8250,Black friday,Email,Mobile,8/18/2024,, yes ,No,255.72
CMP419 ,CUST7374,Black friday,Email,Moble,9/8/2024,,,,136.88
CMP974 ,CUST3560, black friday,Email,desktop,8/28/2024,no ,, no,112.26
CMP884 ,CUST5660,Holiday  Promo,Email,Mobile,11/11/2024,No, yes ,yes ,76.41
CMP740 ,CUST6591,Black Friday,Email,desktop,10/25/2024, yes,no,yes ,
CMP353 ,CUST4844,New product launch,EMAIL ,Moble,1/29/2024,Yes, yes ,Yes,116.99
CMP651 ,CUST6343,Summer Sale, Email,Tablet,6/21/2024,,, no,208.26
CMP580 ,CUST1364,Holiday  Promo, Email,Moble,5/16/2024, yes,,Yes,
CMP791 ,CUST4373,Holiday  Promo, Email,Moble,9/7/2024,No,,yes ,132.02
CMP306 ,CUST9142,New product launch,Email,tablet ,7/5/2024,No, yes ,yes ,90.91
CMP687 ,CUST7586,Holiday Promo,Email,Tablet,1/25/2024,, yes ,yes ,115.44
CMP643 ,CUST8786,Black Friday,email,Desktop,2/4/2024, yes,,yes ,144.62
CMP420 ,CUST4278,Black Friday, Email,Desktop,8/9/2024,no ,,No,0
CMP628 ,CUST4056,New Product Launch, Email,mobile ,1/10/2024, yes,,,12.15
CMP844 ,CUST1981, black friday,email,Desktop,8/10/2024,No,No,No,179.46
CMP964 ,CUST8133,Black Friday,EMAIL ,tablet ,12/16/2024,No,no,yes ,133.67
CMP362 ,CUST4868,Black Friday,email,Mobile,5/26/2024,No,Yes,No,105.28
CMP673 ,CUST8145,Black Friday,Email,mobile ,6/7/2024, yes,No,Yes,121.47
CMP384 ,CUST3883,New product launch,Email,Tablet,5/12/2024,Yes,Yes,Yes,147.81
CMP987 ,CUST2041,Black Friday,EMAIL ,Tablet,6/9/2024,no ,No,No,76.82
CMP612 ,CUST2976, black friday,EMAIL ,desktop,2/27/2024,No,,Yes,57.74
CMP698 ,CUST7388, new product launch ,email,desktop,6/9/2024,No,Yes,No,135.67
CMP550 ,CUST7690,holiday promo ,Email,desktop,4/19/2024, yes,Yes,yes ,41.73
CMP799 ,CUST5036,holiday promo ,email,Desktop,10/6/2024, yes, yes ,Yes,152.66
CMP720 ,CUST1570, new product launch ,Email,Tablet,11/26/2024, yes,, no,0
CMP817 ,CUST6945,New product launch,Email,Moble,6/7/2024,no ,no,Yes,202.33
CMP361 ,CUST5929, summer sale,email,Desktop,7/20/2024,No,no,yes ,157.81
CMP134 ,CUST5489, summer sale, Email,desktop,11/25/2024, yes,no,Yes,140.48
CMP618 ,CUST2087,Holiday  Promo, Email,Moble,3/23/2024, yes,no,Yes,198.62
CMP288 ,CUST8264,New product launch,email,Mobile,1/27/2024,No, yes ,yes ,253.24
CMP261 ,CUST5089, black friday,email,tablet ,10/21/2024, yes,no, no,201.15
CMP803 ,CUST6367,holiday promo ,email,Mobile,3/9/2024, yes,No, no,0
CMP684 ,CUST4677,Summer Sale,Email,Moble,7/12/2024,Yes,no,No,17.63
CMP272 ,CUST1815,Black Friday, Email,Moble,5/14/2024,No,Yes,yes ,70.01
CMP220 ,CUST1231, new product launch , Email,tablet ,3/28/2024,no ,Yes,No,122.09
CMP982 ,CUST5361,holiday promo , Email,desktop,12/31/2024,no ,No,,161.41
CMP389 ,CUST4102,Black Friday,email,desktop,4/20/2024,Yes, yes ,yes ,61.94
CMP354 ,CUST7056,New Product Launch, Email,Mobile,4/30/2024,no ,No,yes ,134.94
CMP317 ,CUST7283, new product launch , Email,Tablet,12/20/2024,Yes,Yes,,59.57
CMP340 ,CUST8715,Holiday  Promo,Email,Mobile,1/31/2024,,, no,71.08
CMP787 ,CUST7076,SUMMER SALE,Email,Moble,6/3/2024, yes,No,,7.47
CMP998 ,CUST8669,SUMMER SALE,Email,Desktop,9/9/2024,no ,No,yes ,46.14
CMP230 ,CUST9179,holiday promo ,EMAIL ,desktop,2/29/2024, yes,,yes ,11.87
CMP268 ,CUST6169, new product launch , Email,tablet ,9/21/2024,,no,Yes,41.93
CMP335 ,CUST4000,Summer Sale, Email,Desktop,4/6/2024,no ,no,Yes,204.29
CMP465 ,CUST8949,Black friday, Email,Mobile,9/10/2024,Yes, yes ,Yes,
CMP284 ,CUST3757, new product launch ,EMAIL ,Moble,4/14/2024,,Yes,,330.59
CMP178 ,CUST5033,Black friday,Email,Desktop,10/19/2024, yes,Yes, no,159.47
CMP208 ,CUST6300,SUMMER SALE,Email,Mobile,7/10/2024,no ,no,yes ,134.79
CMP437 ,CUST1718,New product launch, Email,Desktop,10/31/2024,No,Yes,yes ,51.33
CMP861 ,CUST2158, black friday, Email,Mobile,6/14/2024, yes,No,No,176.02
CMP972 ,CUST4411,SUMMER SALE, Email,tablet ,7/23/2024, yes,No,Yes,73.95
CMP542 ,CUST6080,New product launch,email,Desktop,6/1/2024, yes,,No,129.76
CMP497 ,CUST8805,holiday promo , Email,Mobile,9/7/2024, yes,,No,324.81
CMP195 ,CUST1662, black friday,EMAIL ,desktop,8/10/2024,No,no,,112.32
CMP185 ,CUST5762,Black friday, Email,Mobile,11/18/2024, yes,No,No,211.94
CMP961 ,CUST5073, black friday, Email,Desktop,12/16/2024,,Yes,Yes,63.75
CMP535 ,CUST7766, summer sale, Email,Tablet,9/19/2024, yes, yes ,,117.2
CMP116 ,CUST2866, new product launch , Email,mobile ,2/11/2024,no ,Yes,Yes,261.66
CMP404 ,CUST6143,New Product Launch, Email,tablet ,8/1/2024,, yes ,yes ,69.84
CMP180 ,CUST5248,New product launch,Email,desktop,4/5/2024,Yes,Yes, no,265
CMP771 ,CUST8817,Black friday, Email,tablet ,2/29/2024, yes,,,
CMP806 ,CUST7471,holiday promo ,Email,mobile ,7/3/2024,Yes,No,Yes,75
CMP292 ,CUST1439,Holiday Promo, Email,Tablet,1/9/2024,No,no,,170.59
CMP888 ,CUST8592,SUMMER SALE, Email,desktop,4/7/2024,Yes,No,No,197.8
CMP596 ,CUST8724,Summer Sale, Email,Moble,12/25/2024,No, yes ,,169.74
CMP108 ,CUST2682,New product launch, Email,desktop,7/19/2024,,,,0
CMP509 ,CUST8964, black friday, Email,mobile ,5/28/2024,,Yes, no,
CMP165 ,CUST5388,New product launch, Email,desktop,10/22/2024,no ,,yes ,100.2
CMP121 ,CUST3643,holiday promo ,email,desktop,8/17/2024,no ,No,,114.05
CMP801 ,CUST6556,New Product Launch, Email,mobile ,4/22/2024,no ,no,yes ,169.65
CMP964 ,CUST3654,New Product Launch,email,Desktop,8/29/2024,no ,No,No,134.22
CMP603 ,CUST2653,Black Friday, Email,Desktop,4/12/2024,No,,Yes,13.17
CMP367 ,CUST6849,New product launch,email,mobile ,1/10/2024,Yes,Yes,yes ,150.42
CMP332 ,CUST2977, black friday,email,desktop,8/8/2024, yes, yes ,Yes,168.85
CMP254 ,CUST9444,New Product Launch,Email,Tablet,10/12/2024,no ,no,Yes,164.78
CMP724 ,CUST2669, black friday,Email,Moble,2/24/2024,No,Yes,No,206.46
CMP399 ,CUST8233, black friday, Email,Tablet,7/4/2024,No, yes ,yes ,186.71
CMP306 ,CUST8194,Black Friday,Email,mobile ,3/11/2024, yes, yes ,,156.73
CMP481 ,CUST7799,Holiday  Promo,email,mobile ,3/28/2024,no ,No,No,114.39
CMP519 ,CUST8516, black friday,EMAIL ,Mobile,8/7/2024,No,Yes,,0
CMP422 ,CUST7580,SUMMER SALE, Email,Mobile,2/5/2024,Yes,No,,154.37
CMP830 ,CUST9516,holiday promo , Email,desktop,1/30/2024, yes, yes ,yes ,136.62
CMP640 ,CUST3406, new product launch , Email,desktop,1/5/2024,,,,141.73
CMP453 ,CUST7627,Holiday Promo,EMAIL ,Mobile,11/29/2024,, yes , no,17.86
CMP653 ,CUST5651,Holiday Promo,Email,Moble,3/5/2024, yes,,yes ,33.52
CMP128 ,CUST9846,New Product Launch,EMAIL ,mobile ,11/21/2024,no ,,Yes,204.25
CMP365 ,CUST9314,Holiday  Promo,Email,Mobile,1/31/2024,no , yes ,,116.84
CMP341 ,CUST9737,New Product Launch,email,Desktop,1/3/2024, yes,,No,174.52
CMP855 ,CUST5057, summer sale,EMAIL ,Moble,12/31/2024, yes,no,Yes,122.27
CMP948 ,CUST7751, summer sale,Email,Mobile,3/16/2024,No,no,No,122.38
CMP793 ,CUST9622,Black Friday, Email,tablet ,8/16/2024,,no, no,195.06
CMP601 ,CUST7830,SUMMER SALE,email,Moble,8/13/2024,no ,no,No,78.72
CMP641 ,CUST2934, new product launch ,email,desktop,12/26/2024,Yes,No,,127.69
CMP221 ,CUST7694, summer sale,Email,Desktop,7/8/2024,Yes,,No,83.02
CMP483 ,CUST5968,holiday promo , Email,Mobile,3/1/2024,No,, no,85.24
CMP412 ,CUST5644,Holiday Promo,email,tablet ,1/25/2024,Yes,Yes,,95.27
CMP145 ,CUST7841,Black friday,EMAIL ,Moble,6/27/2024, yes,no, no,137.77
CMP241 ,CUST9270,New product launch, Email,tablet ,11/6/2024,no ,No,yes ,81.7
CMP780 ,CUST7711,Black Friday,email,desktop,2/15/2024,,Yes, no,220.46
CMP986 ,CUST3713, new product launch ,Email,Moble,5/22/2024,,Yes,,48.43
CMP733 ,CUST9877,New Product Launch,Email,Moble,2/13/2024,No,no,,105.05
CMP644 ,CUST3944,Summer Sale,EMAIL ,tablet ,1/10/2024,No,, no,84.82
CMP721 ,CUST6249,Black Friday,Email,desktop,2/13/2024, yes,no,No,235.76
CMP640 ,CUST6199,Black Friday,EMAIL ,Mobile,7/31/2024,Yes,,No,
CMP361 ,CUST2468,SUMMER SALE,EMAIL ,desktop,5/26/2024,Yes,,yes ,202.55
CMP159 ,CUST5882,Black Friday,Email,Desktop,4/2/2024,no , yes ,yes ,
CMP223 ,CUST1849,Holiday Promo,email,tablet ,7/11/2024,no ,,,141.36
CMP375 ,CUST1993,Holiday  Promo, Email,Moble,7/16/2024,Yes,no,Yes,191.17
CMP119 ,CUST5409, black friday,Email,mobile ,7/27/2024,No, yes ,,126.58
CMP966 ,CUST9199,Holiday Promo,email,Desktop,7/27/2024,No,No,,205.24
CMP668 ,CUST8401,Summer Sale,Email,tablet ,8/4/2024,, yes ,No,78.62
CMP593 ,CUST5477,New Product Launch,EMAIL ,tablet ,1/1/2024, yes,No,,232.75
CMP265 ,CUST9750,New Product Launch,Email,Desktop,9/18/2024,no ,Yes,No,303.91
CMP999 ,CUST8077,Holiday Promo,EMAIL ,Tablet,10/11/2024, yes,no,yes ,90.97
CMP429 ,CUST6597,Holiday Promo, Email,Moble,5/5/2024,Yes,No,Yes,84.36
CMP109 ,CUST3843,Black Friday, Email,tablet ,11/7/2024,,Yes,Yes,236.27
CMP952 ,CUST8293,New product launch,Email,Desktop,10/2/2024,, yes , no,
CMP931 ,CUST1138, summer sale, Email,Desktop,3/31/2024,no ,Yes,No,78.17
CMP796 ,CUST6862,Holiday Promo,Email,tablet ,1/11/2024,No,No, no,86.39
CMP604 ,CUST4425,Summer Sale,email,tablet ,7/4/2024,Yes, yes ,,
CMP665 ,CUST4174,New product launch,email,Mobile,9/13/2024,Yes,No,yes ,12.44
CMP635 ,CUST5494,Holiday Promo,Email,Tablet,10/18/2024,, yes ,,46.51
CMP537 ,CUST1849,Holiday  Promo, Email,tablet ,8/20/2024, yes,Yes,,
CMP629 ,CUST1712, new product launch ,email,Mobile,8/26/2024,no ,, no,58.58
CMP299 ,CUST6483, summer sale,Email,Tablet,6/10/2024,no ,Yes,No,
CMP418 ,CUST2029,New product launch,Email,Mobile,4/10/2024,no ,Yes,,138.74
CMP960 ,CUST5102,Holiday Promo,Email,desktop,11/16/2024, yes,Yes,yes ,244.04
CMP174 ,CUST8184, summer sale, Email,Moble,9/23/2024,Yes,Yes,Yes,40.13
CMP968 ,CUST2065,SUMMER SALE,Email,tablet ,7/12/2024,Yes, yes ,,198.75
CMP204 ,CUST1914, black friday,Email,Desktop,11/16/2024,no ,Yes,,102.88
CMP713 ,CUST1173,Black friday, Email,desktop,7/29/2024,,,Yes,116.04
CMP791 ,CUST1425,Black friday,EMAIL ,Moble,6/22/2024,Yes,Yes,Yes,173.99
CMP707 ,CUST4172,New Product Launch,email,Tablet,10/31/2024, yes, yes , no,30.18
CMP555 ,CUST4046,Holiday Promo,email,tablet ,9/3/2024,Yes,No,yes ,150.59
CMP767 ,CUST6861,holiday promo ,email,mobile ,10/26/2024, yes,,yes ,133.32
CMP108 ,CUST9481,New Product Launch,email,Mobile,5/29/2024,,,Yes,159.4
CMP305 ,CUST4297, summer sale,EMAIL ,mobile ,8/4/2024,no ,,yes ,143.13
CMP443 ,CUST5909,Black Friday,EMAIL ,mobile ,10/23/2024,no ,Yes, no,316.42
CMP754 ,CUST4654, new product launch ,email,desktop,4/22/2024,No,no,yes ,68.98
CMP288 ,CUST1110,Holiday  Promo,Email,Mobile,7/11/2024,Yes,,Yes,77.52
CMP299 ,CUST6896,Summer Sale,Email,mobile ,3/13/2024, yes,No,No,70.15
CMP447 ,CUST5029,SUMMER SALE,email,Mobile,5/14/2024, yes,Yes,Yes,75.56
CMP770 ,CUST2818,Holiday  Promo,email,Desktop,12/12/2024,No, yes ,yes ,69.01
CMP639 ,CUST8106, new product launch ,Email,Mobile,12/4/2024,No,No,No,215.12
CMP483 ,CUST6209,New Product Launch, Email,Tablet,9/29/2024,Yes,,,233.64
CMP401 ,CUST3434,Holiday  Promo,email,Mobile,4/6/2024,No,,,74.34
CMP183 ,CUST8711,New product launch,Email,mobile ,9/7/2024,no ,,yes ,53.41
CMP283 ,CUST6272, new product launch ,EMAIL ,Moble,9/12/2024,no ,no,yes ,157.71
CMP909 ,CUST1599,Holiday Promo,email,mobile ,10/24/2024,No,no,No,75.82
CMP486 ,CUST3575,Holiday  Promo,EMAIL ,Moble,6/5/2024,No,Yes,yes ,170.63
CMP335 ,CUST1674,Black friday,EMAIL ,desktop,8/15/2024,no ,no, no,136.23
CMP424 ,CUST5473,Black Friday,Email,mobile ,7/7/2024,No, yes ,Yes,0
CMP401 ,CUST9220, black friday,Email,tablet ,7/2/2024,No,Yes,Yes,243.8
CMP659 ,CUST4281,Holiday  Promo,email,Tablet,2/6/2024, yes, yes ,yes ,263.67
CMP241 ,CUST9898,holiday promo ,Email,tablet ,4/7/2024, yes, yes , no,70.98
CMP875 ,CUST1194,Black friday,email,tablet ,7/26/2024,No,No,No,88.98
CMP701 ,CUST8679, new product launch , Email,Desktop,8/30/2024, yes,No, no,142.87
CMP549 ,CUST8372, black friday,Email,Desktop,12/23/2024,,No,yes ,146.76
CMP774 ,CUST6810,Holiday  Promo,email,desktop,1/5/2024,no ,,yes ,172.68
CMP681 ,CUST1527,SUMMER SALE,email,Desktop,6/15/2024,no ,No, no,280.82
CMP292 ,CUST8778, summer sale,EMAIL ,Moble,2/2/2024, yes,Yes,No,105.84
CMP281 ,CUST1525, new product launch , Email,Mobile,2/23/2024,No,Yes, no,56.14
CMP398 ,CUST9591, summer sale, Email,Mobile,5/25/2024,,Yes,No,9.65
CMP520 ,CUST7407,SUMMER SALE,Email,mobile ,6/16/2024,no ,no,Yes,61.53
CMP986 ,CUST4382,SUMMER SALE,email,Desktop,7/18/2024,no ,No,,117.35
CMP701 ,CUST4325, black friday, Email,Desktop,10/21/2024,Yes,No, no,263.56
CMP719 ,CUST5044, black friday,EMAIL ,Moble,2/2/2024,no ,no,,78.59
CMP394 ,CUST8476,Holiday  Promo,EMAIL ,desktop,1/21/2024,no ,No,No,137.9
CMP568 ,CUST7302,New product launch,email,Tablet,11/12/2024,no ,Yes,No,118.69
CMP743 ,CUST9810,holiday promo ,Email,Tablet,3/21/2024,no ,no,,215.07
CMP178 ,CUST2723, black friday,EMAIL ,desktop,3/3/2024,No, yes ,No,322.15
CMP127 ,CUST2199,New product launch, Email,desktop,9/16/2024,no ,No, no,
CMP217 ,CUST3236,Holiday  Promo, Email,desktop,1/20/2024,Yes,Yes,,
CMP548 ,CUST3297,Black friday,EMAIL ,tablet ,12/2/2024,No,Yes,,203.53
CMP227 ,CUST9759, new product launch , Email,mobile ,2/21/2024,Yes, yes ,No,174.55
CMP321 ,CUST1564,New product launch,email,desktop,8/13/2024,,Yes, no,267.74
CMP153 ,CUST1076,Summer Sale, Email,tablet ,12/19/2024,No, yes ,No,166.71
CMP531 ,CUST1457,Summer Sale,EMAIL ,tablet ,4/12/2024,Yes,No,Yes,91.26
CMP271 ,CUST1721,Black Friday,Email,tablet ,12/6/2024, yes,,No,167.25
CMP654 ,CUST7472,Black Friday,Email,mobile ,11/15/2024,Yes, yes ,yes ,208.7
CMP769 ,CUST6181,Summer Sale, Email,mobile ,3/29/2024,No,Yes,yes ,
CMP144 ,CUST2103,Holiday Promo, Email,Desktop,11/28/2024,Yes,,,160.58
CMP197 ,CUST6314,New product launch, Email,Tablet,3/28/2024, yes,No,yes ,205.33
CMP443 ,CUST1289,New Product Launch, Email,desktop,12/7/2024,No,,,213.54
CMP338 ,CUST1347,New Product Launch,Email,Desktop,12/26/2024,no ,No,,230.57
CMP483 ,CUST9171,holiday promo ,email,mobile ,2/10/2024,No,Yes,No,171.9
CMP554 ,CUST6385,SUMMER SALE,EMAIL ,Desktop,11/2/2024,,no,yes ,106.63
CMP850 ,CUST6427,Holiday  Promo,email,mobile ,1/13/2024,Yes,No,No,131.74
CMP633 ,CUST6269,SUMMER SALE, Email,Tablet,11/7/2024,Yes,no,Yes,216.52
CMP244 ,CUST4345,SUMMER SALE,Email,mobile ,4/8/2024,No,No,,54.65
CMP578 ,CUST6103,SUMMER SALE,email,mobile ,2/10/2024,No,,No,149.49
CMP559 ,CUST4299,holiday promo , Email,Mobile,6/4/2024,no ,no,No,88.53
